surname,g1,g2,dob,sex,age_group,cause_of_absence,Num_missing,age_first,age_last,missing_period,missing_per_year,clothes,coat_color1,coat_type,date_last_seen,date_located,dress_type,hand,hat_type,hat_color1,jewelry_type,missing_before,place_last_seen,pants_type,place_located,previously_found,shoes_type,shirt_type,skirt_type,young_offender,cyber_crime_type,demage_total,detail_count,district,down_time,durg_alcohol,drugs_total,family_violence,follow_up_count,founded,fraud_type,gang_involvement,gang_type,hate_crime_ind,how_method,location,location_code,loss_total,object_of_theft1,object_of_theft2,object_of_theft3,object_of_theft4,object_of_theft5,occ_date,occ_name,occ_time,occupancy_code,person_count,person_target,place_name,recovered_total,unident_count,vehicle_count,vehicle_target,vehicle_type,viclas_flag,violation_count,weapon_status,weapon_type,week_day,x_coordinate,y_coordinate,zone,caution,citizenship,build,complexion,country_of_birth,disability,drivers_license,employer,eye_color,facial_hair,facial_hair_color,gang_name,hair_color,hair_style,height,language,marital_status,occupation,race,weight
Uta,18054,63301,"March 19th, 2015",0,10,16953660,29,9,12,25,27,40214,18086,59525,"November 26th, 2016","December 16th, 2015",59253,05024,26020,98010,74434,5,47723,ZTLPY,OLZMB,ZZLBS,IEQPP,DQTMU,ALRDQ,LUOYL,KFUZM,SBWAB,KLMTO,HHZWA,OZYPC,PTIKM,SQNNM,IDYEY,2,IPKAL,DSSEV,BLIMI,PBLNL,ULAKI,BEWFX,QVYOJ,DIYKH,MIAXJ,PERUV,RAFOE,UOOZW,MSIQT,NBIWG,PNBWS,QPZNK,UMLZO,TVVDW,HNXOW,PKKUR,CMFQM,CZFXF,XWUAB,NUPFG,SNJFD,GGDEN,PZDYE,YEYSV,KMWAU,IDQUI,OZFUC,RWVPU,PQBRY,FHTCK,FJCIG,EEUAL,BFXWS,PHHIU,AGPLI,CCWML,MPPRJ,SACFL,ZAFFR,WPPFM,NAUIT,violet,AOHZG,HVIKG,445,CLKJA,MQTAG,MSPYM,CZESG,AKPOG
Leonard,53176,15295,"April 13th, 2019",0,1,48904761,39,9,19,50,21,39718,44030,85880,"April 3rd, 2016","January 4th, 2019",89063,08073,69589,46753,71477,4,58760,XPAVF,NTGWZ,PNSFO,MTPNB,ZKGXH,FVUVY,MPZJA,HKVTP,PIZNC,JWYRZ,LZTUT,BEOJL,YXMSJ,QNYFI,CKSIR,9,VYXDC,AKUIQ,AXKVT,CLQKC,HZVVR,UGIFI,CXADT,CBRAT,LZALE,NMIER,RGNDZ,VWPIW,NIIRT,ZMITJ,CEBWL,HLSBO,IOXKW,LOTRA,NZJOI,CPMYL,NAYFW,QORFS,WWHBD,WUZYD,XEJGZ,DAQJW,MDIYD,KZOTU,RNYNF,OGSOY,KQFRW,TEEHY,KKRDZ,ZZYYN,IFGZM,RUYVW,ORLHO,WVTNN,VFDIN,GBMBI,FLMIY,OPKQP,TDTOH,OBAWL,NRZIK,,VVJIE,CMSAH,493,BDOGV,BWPSV,KKAWA,JXREM,BODQK
Medge,20875,75781,"November 23rd, 2018",0,8,42358323,1,9,19,24,16,76638,34561,87675,"October 5th, 2017","February 14th, 2016",32672,96782,51966,05407,03096,2,78164,IGHBX,ZQOEL,MVARN,RCCCJ,VDEZY,TAEYF,ANLAH,SRNWO,COBWP,ZOMYG,XINFV,VEQMT,VUDQB,MHDEA,STDAA,7,MAXXT,DWBKX,JYDAX,VLEHN,XZXGQ,QNLVF,NUHVA,EWVYC,PYNOE,BXRAJ,RXZLR,XPZWC,ZNBVZ,QSGYC,SUXDV,KXFJR,ZOETL,LEQQA,QAOJJ,PZFGC,HWCPT,CYVTZ,QWUHT,TAQCH,HGBMD,DPESN,UEMAD,QAWGB,LFTCV,ALDOB,TIOPD,IVCPN,QZBQL,TSAHO,RLIBP,OAEKQ,VPCYW,MZPGG,LFQKG,PNIPV,FODEK,AQPJS,ACIEN,BNRDW,QAPCU,orange,BEHID,FMXRB,005,PXTDW,RAIPW,XBCJI,WUTTX,VTEGN
Haley,91675,79056,"June 21st, 2019",1,7,05365906,7,10,10,31,19,24253,77144,14843,"April 26th, 2016","August 12th, 2015",98929,08702,81029,43434,25104,6,50928,WFALQ,MZZRX,BBTHJ,LPXPC,VGOVZ,SWTJY,ZCLJU,YXTIZ,APOLK,UNYEJ,FYPAW,NUYRJ,VKPUN,JBYAD,DESII,6,ZQCUC,JNZPY,HEIBZ,MKBJV,IPHIO,ABSHP,VXOHD,BEJVL,PFKIW,XCGHY,YJLWU,QOSYV,ZBPOR,POCWR,VBMRO,CHXLQ,MLQQQ,GTIGM,LHOGZ,LLXFX,CYEZP,IVVWV,YOEFZ,LXLEM,KCKXL,GRVIF,ZQHPH,UOHXW,VLHGT,MWWRU,YOKMP,LELOT,TSIVZ,EAAXS,CWBHJ,AXREU,DJQOS,WVSSA,PBXSM,FHQTU,CUPKF,HEATB,SAZEG,EAELX,QGGLI,violet,PCTGB,MYGWD,056,CMTRL,VTQUT,ZDKDW,PHURF,QHBSN
Scott,81561,53549,"June 17th, 2017",1,0,95745813,10,6,13,34,32,51498,94031,13807,"January 29th, 2016","May 26th, 2018",15762,02590,41478,50347,23133,7,39244,WIFCJ,AXOZE,ZYDDW,BHLPT,DGGRV,QWUST,ZTLDD,QJRJM,FHLEE,HHYBL,LNLML,WGWSM,AWXHN,DUTXL,UZUQR,3,UQUJS,WOZKA,BODWG,LWDUZ,XYXKF,AXLGF,DTRHZ,KHHOE,NEJCR,WKIQU,ZRKTV,CMIGC,CQEKV,YFMEZ,VLIUG,WCOGZ,WKTSH,ZHQPA,OSBUS,GOVQH,RPRTL,AVTRD,TYBBB,KUNVC,XMQOJ,PXTOM,ZWTTS,GOAXT,NHHFE,VASYU,XZLRC,GKAOT,CCUMS,XPAOY,TYIFS,PBFDT,YASTQ,NWUJL,PKNPE,AGQDM,VOJHM,ITEME,TKXFF,HPLWR,XETHD,test,TWHXK,BSIWE,074,YHGRQ,WJTPR,RUHQL,PDTQG,TAQWE
Nicholas,15792,63651,"March 31st, 2016",0,2,81784307,7,5,19,47,30,82116,51557,05364,"April 8th, 2018","September 7th, 2016",44383,49459,02517,68297,77707,8,49047,ZLFQS,RYLYK,ABIRD,UXOHX,TFQEY,MOMVE,LHLZG,DSWQQ,VFLFN,JHVSN,BUQIC,FMBER,DCEVG,JKUHN,EFSRZ,9,MDFWO,OQDKL,SIEGQ,XNFAC,SOPHV,PKGOA,GSELN,EOAMI,MUYAK,UCOQI,CZFBF,PYBQG,LIHKM,TGUDW,HMVMZ,JZTFL,UUSXS,SPAXN,NQVEJ,MSOFY,VGKUO,LWYAA,OKJSZ,MDSKN,QORMG,BDMPE,PPZFG,TYFQP,EUKFH,MWJYM,TBLSA,YKKFC,OFRFT,JCJJO,WDGMJ,ELZHD,PWRDL,APOKP,XSQTH,GKRLJ,PZATS,TWQWG,CLUQU,LJGBJ,UEJWC,violet,WGBIC,RIQON,158,HQAKT,SGHFB,NKJJC,XAFQW,FYULM
Mannix,35953,69927,"July 7th, 2017",1,5,67413255,38,7,12,1,30,20253,79152,42262,"November 15th, 2017","November 18th, 2015",77530,55535,33445,58676,01596,2,42401,YDRPI,VBPJP,AKILJ,WCNTW,YEYII,PRILI,XMELO,CNKPY,TKBKT,OGIUK,DWOUO,HSSMY,XPAKW,WECCG,VMAGM,8,CRLPB,SMIBV,BYKIJ,XOMOQ,ZBIVB,MTKPJ,KSBJQ,PZFTG,VEHRC,MAIPW,EEVCX,DGQML,WEGMR,PFZWN,ABAJB,GGQXV,DKBHP,KUTKB,FPQYE,SSINO,CXZZF,UDFET,JJIVY,VULUD,AVRDV,MWIOO,OIPEE,KLFVT,DJIVA,DILXC,MSPSX,AGKWQ,PAPEH,EDMVH,OFHZE,EXBJR,QTCDO,WSVVV,WNVHO,OEVZJ,QJNVC,HLPFK,KBWUU,SUPFN,LUALA,violet,QKWGC,JHKFF,714,HILYY,SVDTD,CDUAR,JGFRB,JHEHI
Tatyana,96507,06819,"July 7th, 2019",1,8,93477935,49,7,15,31,21,25622,46077,33759,"November 27th, 2016","April 6th, 2017",84942,35925,11139,71972,55902,9,52492,ZAFGQ,PDJUT,GAZPC,UTZGU,KAEWB,IIILU,RYLER,ZPIJM,COZNR,KTATU,QEZIG,BOPLQ,DWLDO,FXZMG,JQCIP,6,QUFCB,GHZKX,KFLQE,TDFAL,XIVZT,HOUPL,BJIBG,LZWBS,LTLEN,WATUO,LCHKL,RATAS,DZTDP,PBEQQ,CYZLH,UFBYS,UHIVJ,DHERO,VAJVB,MYRAK,SZMJM,AQLRN,GSXQB,DZYRR,YOGKS,HNRHK,FNHVX,HURJC,QYFAC,XTVHS,LUQCQ,UWKFJ,YASPY,EHKEU,FAYST,CXTTA,IYBFU,NSYHN,WQLGK,HMSVE,TLNIX,GAFQB,TQNYP,YBGSP,NPWGI,test,JEULX,OAILX,456,LAXOR,NSZNS,IXNXZ,YEOUO,XFLRJ
Lana,52650,06223,"January 27th, 2016",0,1,25158432,33,0,14,6,33,31840,63867,75138,"June 18th, 2018","April 30th, 2015",41377,84771,10657,89327,90980,8,30682,LWLCK,GAWZG,QRKQR,POFGO,RIZYG,PSJMO,FJMAJ,MTOQS,JLTEU,EYLTS,URBWJ,JEVUP,ZQXQX,ZKMGX,RKBBM,4,YGXYZ,QHZSQ,NHTNO,OZZOT,ALSEF,JXDKR,SPKET,AYKGX,HJVRJ,LNWXZ,XIOXB,UFDFS,XZABX,YGNTK,TCNHB,WIAFW,YHIAJ,TUHQH,RPHVL,OCGUT,YLWGG,FKCTI,RJFQU,NGNAL,IFHAM,YGVFD,UAOOE,MYBLQ,JNTBE,LTPSG,NBTKG,HSBBC,RRYPN,NLOUZ,LEFIY,XKZAV,NNJAK,FAHGI,GORLL,HWOVM,TRARL,FKGZY,WHMBC,QDZOD,MZHXR,violet,ZJJMI,OSMHN,204,YSTAR,CSXNI,CPSAR,ZIAXL,CYRNU
Maisie,11644,98865,"June 10th, 2017",1,1,32258567,46,1,14,21,3,82828,76343,89178,"May 25th, 2019","July 14th, 2018",12873,24998,19200,17219,26169,9,36546,ORQCB,MCPQC,BOOZJ,NUIGC,HDFWQ,HQGVW,VSOJW,DYBDT,XJKEB,MUGYT,ADSTB,WLGOG,QUAUJ,CEEKC,XJNUO,2,XSNJH,WDONY,PTMNL,AVHVY,WBGQO,MCUSQ,RYDYU,AYVKB,QQKZL,RDJBU,LNWTJ,XGAQO,LAEWZ,JMDVA,ANWFK,EAMJW,KAAJS,XTPSC,SXOKJ,WTKIS,QZXCI,GDGJT,TZTAK,QLRRF,NOQOR,VCMXK,CAYHW,EBDWZ,UVEGU,TYNQK,OSAYJ,JDSFL,XHJFO,MNWDN,FPXJS,TMDQW,NKEII,HYJGE,CGZUK,TEKPJ,ZAVEV,UJHFF,HBREE,TDAOD,ULWDS,orange,VURWA,KXBZV,636,JDBUR,HKZJI,YBZHU,FNBYH,PTLFF
Kato,86910,80218,"March 22nd, 2017",0,10,88819589,2,10,18,18,9,10785,48012,90143,"March 10th, 2019","December 14th, 2017",32914,24465,40458,31648,53361,9,81052,ZNMIF,TJGXY,SQPGF,OGNTY,TRQNE,MRPDY,JYBTD,OMCSI,UDBMT,WKQDP,MNSPC,IRSTW,ZAJOK,ZINLV,UUWVJ,6,LSTXJ,FWYGM,YRBJX,XWYMG,QAUCT,KQGZT,IWDPM,XXUHF,XXGDE,SHBFT,HSIUZ,VEZFN,CPGGM,MKXAU,PNFQD,INACE,QHQHY,GYVZW,OVGYS,MWKJD,NUZFE,EXDIQ,GXFWY,SZIAA,WWHIK,GBWPJ,WEFAC,ARFKZ,DBNGI,QOZVB,MUDPZ,XSKWO,EGVHC,VFYPB,DGXQB,IAJXG,FDCWR,HLSRH,FFLOI,YZQGZ,FOHPK,CAYRA,PJMYL,VHSPG,VAODK,,IGSDI,GZZHM,899,PWJNS,EFUJU,YRDLK,WHWMG,IJULL
Gray,32017,52575,"December 23rd, 2019",0,2,02126585,44,6,13,30,36,05694,00596,94144,"March 16th, 2016","July 31st, 2019",48480,06395,90420,55138,53325,3,92278,PKCOC,DAPLN,RTZUP,JSQCI,HKUAO,LSVLR,KUUYX,PXFUI,YOYSI,THLEY,AUROQ,NACNL,SBBPK,IOTHH,GDSEC,9,JCVAT,CUVXC,RFWSQ,SUVHA,PHBHK,DOIXF,GTHYT,AWIKI,QSCPD,RDAVO,VCFAO,VSPXH,MWHKN,LWYGJ,KWHUK,UMRMA,YVJEP,RLUQZ,CKIRI,MWZUV,BVOEO,FCONG,INIVJ,ZZWZS,IIAUI,PQVMR,VIJGN,KYSTL,NUULH,UQLGZ,SGBTH,WOXTV,OWLLL,AOKQG,OILAR,UYZTM,ZQCJS,ZKBDU,XPBDS,PCWXW,GLLDS,IIYZF,EGKZM,TPQLG,KFJAO,test,JABZH,QSTEQ,585,MOBBW,VONIJ,NYKCI,PWAOD,OWWTH
Hadassah,80524,74624,"February 1st, 2019",0,2,42743830,16,6,14,44,17,48886,23345,74802,"August 7th, 2019","November 28th, 2016",88036,54778,32894,53189,68542,6,27275,TISBP,INGVJ,XWZKL,HODWH,BJSTQ,GPIVY,CDXQA,LKBKZ,STQCQ,CXFGD,RPEFK,CCEBN,CVUQN,OFUJT,IZXSW,7,SRFFS,RFQMV,QXCCS,UVJZD,TRHNV,ZIVDE,UMGUS,FTDHG,HNIZY,UDWYR,DYPJP,FVPVT,JYPGI,IZGAC,OWNTS,OYNGG,PBRJH,FPVAI,YDVCF,CCQFK,UMVOJ,ZOOFL,TSKTV,CSKWI,MSYJP,UOROZ,JHHZP,KKGHX,VLMNW,LZICS,XAOCN,JQIJV,HVGLC,BWFZO,SJAWS,KKSGO,KIDXQ,PGLLD,SPPTK,MXLMY,GNZHX,MXVID,FFCMT,BZSCP,DHQZO,orange,BZIPK,DNBSI,739,LZCKO,MRVRK,AQOTS,HRCYS,NDFYW
Emery,49785,36001,"August 19th, 2019",0,0,69518187,45,2,11,8,46,78949,74364,21460,"December 28th, 2015","September 7th, 2019",52823,91867,00231,57219,00570,9,59194,HBIJE,ZNETC,JGQIS,UZTRJ,WTWLG,FXFGS,ARRPF,DFTSD,STWRB,MTXNT,HTLYG,IGMSF,NBYIY,XNDIY,WUSDO,3,RKHKT,CPJFQ,BPLWN,KATKX,DSXYV,DXGPO,SDNDJ,VYBKD,KUTDQ,JTSHJ,OIMZT,PCCOT,ICJPN,CMVNX,KTKBA,KFTTY,IQJBM,ERZHN,BGJLG,BXUNA,PDPKJ,ZURMI,SXCTV,KMSUX,FHVIB,PJZVT,INDGV,KOXQX,UNCOB,DVQWS,ZRYYJ,ADQQY,RKAMD,NIXLF,NGBOQ,YUOEX,WXUPI,IWXIK,EPFOE,NLPJT,CJCAA,SQSHO,YLULV,TFMJQ,ESVCW,violet,VEAOD,KIZKB,791,FMNUO,QFKTJ,GUCTS,BAPUC,DCYVO
Jakeem,53643,17470,"August 13th, 2016",1,3,11474242,36,4,17,7,23,10652,85172,43814,"April 30th, 2018","June 17th, 2015",50750,17276,90436,29803,59032,6,77043,KPBZX,UEPPR,XHUYM,QJAED,USHVE,SYDBM,RRHFK,ZEZXG,ANDCV,JRSVF,ZUGDR,QBIPS,RDQMP,IQLSO,QZGOG,8,QSNXL,FCYQM,ICARE,XQDND,KVYMM,FAGEU,WFSRU,VCWOT,HQXJF,CISDT,TOHQA,IIEJH,CNKSL,QYGDC,WUGDJ,UHJLW,LOXSE,BUPEU,NLIEE,YPDEU,YCUBX,ATOHR,CIVAO,IFVIL,FGADF,ZQNZJ,YZCUC,HBBMH,FUIVV,IYUGJ,GUXYR,LTOOA,TTDXR,ESIBG,HUMGS,JIXQT,GGUJF,DWXLF,EHBTQ,JAGHY,HNMLI,HPZFO,GOLXQ,RVXPF,VPGUB,violet,MYGON,AHIOR,225,KVPMT,SCLXH,TWKYH,QURYD,SKMOJ
Nathaniel,62000,98779,"October 27th, 2017",1,1,02653500,46,0,18,4,10,35335,43740,46807,"February 20th, 2019","September 13th, 2017",91181,93640,30988,05954,08380,4,43555,ZYBKD,FIKLW,ZPHZK,XSAOK,JVSUE,QJCQH,GGYVE,DSRQG,EXKEN,VJQAD,UDDPH,WIEYW,LBXIE,VQTGN,ICCVE,7,SRZYG,DNCJU,KZIUW,KVDXP,HLFFA,XUUBK,PKMQC,JVGFC,IGUSI,REWXI,HCDEO,QDNKT,KMLDY,DPTKA,CAFIT,FHYZJ,FGYVI,BQYPF,ZOEEQ,LTKIQ,ZMRBK,CRWWL,AJYMN,ZAJPV,ZSAJD,ZLIHH,QFXKZ,YPQLF,DJNHQ,URJEN,VBOOK,YROKZ,MTLHP,OMVUL,IILNX,SAZRH,CWBWV,XRHYG,VGXDW,AOBQC,FJIZW,WELVR,HPCIS,FDBXO,EGBRJ,orange,OAYOR,POBCH,166,ASGNI,WAEAS,JAZEI,MTWOQ,WQECK
Graiden,02924,59784,"June 13th, 2015",1,2,68988745,16,4,16,14,42,39969,19085,98245,"November 16th, 2017","August 11th, 2016",11591,13296,10340,89269,23601,9,91161,XZZSE,LMHGV,CSVYW,ROUEU,TDUHI,ONIJX,ODJSF,QHJGL,QPXTZ,RVVQW,YCGVN,TFLWH,RHURC,ZUAXP,WTYFL,8,OYXFV,PHUOS,VXJVV,BMITN,LAFWQ,BEJQE,UOPZJ,QFDTD,VGNSO,YJFZQ,QRQVY,HKQZM,BNTCV,ENHJW,GNKSJ,UMNBC,OCFLQ,VZNBM,TMHUR,GCXPM,SWONB,DMYUY,EFCKN,VTMOK,TGOES,JVOJU,FAFRW,OPRIG,CTSJN,YPDAU,PVDVA,LGEWG,TUHWQ,XDITA,EHKNZ,LXSPI,NGFJM,IKIXY,DXPSX,RVSBX,JOWDO,QDMVF,HOINR,XTMPH,IHKWK,test,YDWUL,CTSRT,234,OEAQC,LBCQU,QUUPW,PKNDO,JYZMK
Hedley,10102,19432,"July 9th, 2017",0,0,88577607,21,10,14,11,38,06357,50269,73750,"January 7th, 2017","January 30th, 2019",32007,47814,38867,56355,25884,5,93670,RZZOS,KSSNQ,FGJLJ,KDNFY,HDLEW,TNAEN,TJUZB,FNJPU,STAMH,TGCOW,YORUO,AKXRA,SFIGO,BMPPO,IHZXG,8,YGLRL,FJAGF,WNKHY,CYJSB,RPPSB,RTQXM,PBANW,PVXUX,KEBYH,TCNQT,FBUJW,FNLAX,RFXVQ,MKMMC,RPVIG,EMNXI,TTQXN,MFGAY,RCSYL,MKRXC,LNIFA,UEUCG,QNCTR,DGPWX,APTQQ,WIIQC,HDGWT,YDJAC,QLOFO,PTJBR,DVEEE,FXNBK,MJMGB,XLTKS,XXBZW,WDJGC,AXEVW,WAWZR,LVZRR,JZTIH,EBWHD,EGXFN,ZZBKB,QMNJU,ZRCQI,violet,EGPSR,MRKLB,345,ZOETF,LNQHJ,GBJYI,VFTQF,UHSEA
Fuller,21229,28619,"October 13th, 2018",0,8,07687202,49,3,18,25,40,05358,71274,52975,"April 8th, 2018","November 1st, 2016",01852,28274,33848,89908,83773,7,02247,EHIVD,ZLPNO,BURXC,CYSBC,BVRFM,TLRRZ,ISPYI,SNFLN,FDVIN,BDYFU,RCVLU,JZZNW,FNMNJ,TFCGW,VLYGA,4,WCOZD,UAGIG,OHUNV,ORECD,PIIBU,JUDVZ,QFFKR,REISW,CEXCL,BDVHN,CMCYU,NIVTY,FCUNF,DWUQK,GQPCV,OSHCL,NYERV,TGHUE,BJBQL,MNBFV,DGGRB,KHBLH,DSYHY,JKARH,VYQLQ,ZZUKB,TXCHY,WISNN,RMTEP,XDCZX,CCQQI,HJYJH,QHQSX,LYDMB,BTWQS,OIQDB,HGVJG,JJMZR,PKPOI,KPMQD,UUVDQ,WQGIT,PMZPB,CQDZR,SHKBH,violet,TLWIR,KEZCA,308,QPTDU,EJCNH,WEANW,JIHLT,XXCQJ
Rafael,67051,28619,"September 8th, 2017",0,5,42442237,35,3,12,45,4,09926,79778,84182,"February 8th, 2016","March 10th, 2019",22648,51852,95222,95258,52623,9,60600,VPUPE,CVRMA,EREMQ,TOOMA,RTQGV,UHTBS,WSSVF,ZPVXZ,ZEWKD,FDBJJ,AGMET,QWNSX,HCFUT,MCNSN,OFZVZ,5,TBTYZ,LJERI,HRHSY,PEPMW,ANBNZ,VSIEW,LCVGQ,RNNUT,QWYKB,DCUMG,PZEGB,FARMA,XAXAC,ZYDDX,QKUDY,QPUBH,HKNJM,CMTIL,CHVCE,SCLNF,QXIWF,QQZDL,PNIKX,ROIGL,RUGSF,FIAJG,QPLMM,PLJPT,EMDJO,RPXWG,BUGVY,MJYSP,BVJWP,ITKYE,MKOCD,DTYUK,ZPZMG,KVEQM,FPPYG,FCVCC,ZAWQY,OZCWR,AHLXU,YMJAS,VTEGT,orange,HOKJP,YJFAX,799,HLLGR,NKBPM,TIBGC,QORCX,IBKAF
Gabriel,49437,86265,"June 7th, 2019",0,0,76071885,22,8,18,49,4,36111,00077,99065,"March 7th, 2018","March 30th, 2017",58217,77421,78785,14775,51913,7,72162,LUWVP,FRXYB,DVMNN,WUSQC,YKDHH,NLFMV,OBDIH,NSQWY,QTSOX,BRXOP,EAYZS,UAPXO,MFLYO,DCZQC,PMMXM,1,EKURT,BRJQE,UAMUR,ZQJLY,ZZJTD,QVAKN,LCSHQ,SLSCV,MHRQN,XJRAW,PYBYJ,JPNDV,XYYDZ,PJUJI,UYBMU,KGFWF,QEPYQ,NOHGC,XZQYJ,JJCUI,SLKKJ,EQRDY,ACADB,HAEOS,LLLGQ,HRZQM,GWREX,NCZEN,VAFGP,UPBQX,FLLQG,GXZLM,HTSKI,RKDBR,OWHHT,XFJYV,MOMPI,UGISL,RTMQP,IYWQF,VRSHV,DMGPG,QILQO,GTMFU,NCNCK,,JKGMQ,UVVEU,621,JJIWH,XSNZG,ADLEY,OOXDF,GAEWN
Claudia,90399,53235,"January 7th, 2015",1,10,97453502,50,4,15,1,34,82562,22635,27146,"July 4th, 2015","October 11th, 2015",17339,98875,02285,22492,30773,5,45828,CIRAR,BRVFN,LYINB,BHHZL,QSGMC,RNQUA,NIDCS,INGEY,KAVTQ,BKWUN,RQFBF,LNDVG,VXXPW,BFASS,JXRSD,7,QADNQ,WVWEN,WCFPL,UULEI,PHIOS,DNZSA,OOEVW,TWDRH,FWAGJ,ZEIUY,ZJUKQ,KWILO,OIRXG,QHTLN,GHVCX,PQKLN,HOXGA,FXAUW,BZDVS,BWTZU,SZTMP,BYFZI,GPKUW,DKMZO,WGSGD,KKLSI,GEYWF,RCZNP,FCZAY,PXSCD,IDYYY,DJHHE,HNPFU,WANIU,OCIQO,IYFUR,ZGDNY,DXTHJ,GRJFJ,MHMMO,SAWVE,TAKKL,VPMGX,YJCTB,RCXLQ,violet,PJZTK,PBTLK,760,ZEOIK,XLSJM,XRSUD,LSMWZ,UKZZO
Madeson,48538,63606,"October 4th, 2017",1,4,57921691,28,0,16,13,13,34108,91191,74339,"November 19th, 2018","July 14th, 2018",79151,87835,25887,82118,62914,2,82823,YKXMJ,DGPSA,XKLPI,JQBJG,KSCUY,HQVHC,JJWOW,HULGA,OTQEH,YMACI,GPFEZ,VLZPZ,MXZYN,LHJQQ,LEOTK,9,SGLDC,OFMMS,FRHDI,FQVQT,APWMS,DRCCZ,NCTNK,RIHMJ,IOFSK,UFQIG,KUSQX,IALEF,YUFMU,JGAES,HBNDP,AJNOG,PONET,IZPGA,IOSMR,PBPKG,RTHOF,SSOFL,DSJBX,FKDRS,OPYEV,VWUQE,CLSML,TRKWF,KMNHM,PBOXQ,GYJDR,LAYMJ,ZANJS,PVYVS,IXATX,GFUND,PMODH,QXFFG,KQYDS,WXWTK,BWMMH,EPJHW,SICOW,MNKVI,WGHKV,,JXSVS,DHODP,247,DZIBH,RLMNO,WVFZH,OHFUS,WJCCC
Beverly,86669,73617,"May 8th, 2015",0,6,07065291,16,2,11,2,49,39198,04906,62606,"August 25th, 2019","May 27th, 2015",04720,89859,78476,31423,43077,5,07804,DYJTQ,EPDVZ,WXSMJ,LMZTJ,ORQLG,PIYGJ,BEBDS,WMMAR,SKHAW,LRLTB,FOGVR,DYFTW,TNOKJ,WSBSS,KKBYE,1,GUAPX,DFHQR,LPZFF,XSEFR,RIGDV,GFIXH,JUJNP,ONLST,XZLSE,NKZAV,LWSCG,QAIOV,BUSPI,JORGM,UKQNK,KTXMA,CBOUH,EYVWV,AQBSQ,WEMSV,NBTMG,QCDCW,KEDYU,BMNLK,ZPLGA,KXEJF,ORKEH,ADBJY,ETORH,UOZPX,VJTXG,ZJQQI,MVEUH,CJRXZ,HSDZZ,AXGWL,YDOEF,IWACM,LIINX,EEMEJ,HITMA,OZYFQ,THTJX,KZWZF,PPWIU,,FJNPR,CURUO,897,TJXRG,NGAKI,GYBVY,ICTAI,YSZTO
Kylie,78316,80670,"October 20th, 2016",0,10,41155301,35,6,15,25,41,23560,73840,91894,"March 31st, 2018","May 29th, 2015",13037,06676,11085,86549,60957,0,77688,UMDNN,GFQEZ,PNLKB,GQJWG,MOIAN,MBOTB,JTCDW,YCNQB,BBHAX,GVGJZ,GCDMC,NNGRW,XSZSL,KBVTQ,DZOHQ,3,QXHRG,BIZBI,TPLZL,IXVSM,PLDJO,EYMGE,MWOJC,ATLZG,VJKFI,RKQGS,DFILB,SSRMQ,QQQXZ,ZMXJS,HOZLW,QPUCT,HFJKJ,HEUED,FEWDP,DYAXS,LIFGB,BDGYX,ATMMO,WNJKR,VGHWB,JENFI,ISXEB,TPUDD,KGVBO,VRZZB,IOOIQ,JCWSO,BBSVS,RLPUI,QJRQW,QFKCA,KPNKT,PKIIQ,VHYRL,QMGBO,FJMSE,OYWRJ,AQXPG,PYKPX,AVOWT,violet,PQXDC,PQSCT,522,HREEB,PHYYO,LSFIW,XERBX,QNWYN
Xanthus,71883,77352,"June 17th, 2018",0,0,82851943,16,4,10,46,34,42216,22376,59794,"September 14th, 2019","December 20th, 2019",19520,68913,28640,77431,02397,2,17324,VRYKS,NIHWN,DBTZB,YBZGN,SJGTV,HTRYK,QBUXL,ABAEI,FZNEH,WIOOS,NBEUV,GENXY,NMACJ,DRPVA,HOOEP,2,APEIC,FGLMK,XYGKW,SLIAZ,WYSVJ,BQBCU,AWADH,PCXYW,EKDOE,RBFCV,BIMCS,WWLWS,XHUHM,UDSZU,VVNSC,DUBWU,DXFSS,UBXAQ,FUVSB,HAMRR,UDHPL,SVOPV,TFYFU,RPQZL,FVMOB,SPGSF,SPTQQ,TCBKS,VPFAI,ASKZJ,HEYXD,NTWUZ,EKIHC,NXUDT,UUSPL,DKPBT,TAKOW,KGTTY,VUDVP,QLBXA,UVSAT,PTZMJ,CPMES,VHRLA,LYXVV,test,BDYJP,RWCCZ,970,VSYES,XQDVP,QDHHR,TIDKQ,TMKQZ
Elton,08070,22653,"August 25th, 2017",0,3,89974363,49,1,18,14,2,45726,77607,27201,"September 5th, 2018","April 9th, 2018",67541,51786,33261,56584,86946,7,84839,UDDYL,DNZAA,CDIFB,LMEYQ,NSZZT,KKHIN,RBQKQ,WDNEN,KLVYB,TUWXN,HHOCP,KSDNA,EBZZW,DMXPR,ZHWTD,0,MGBPU,ALMRR,NVFXX,TMDFC,HATEH,WQSOU,QUDBU,RMQPW,ATVSC,TTUMV,KHTKO,DGHEO,UHAFN,VGCPH,RWLHP,ZLTGH,BVNPF,VSQSK,VNXNP,VNFHI,VFOKD,HJIXD,BHFXM,AMYJU,XMDFP,YBCQI,PGDTZ,KJYUJ,EFNXV,FEXCZ,XWHQI,WUYEU,ROWJG,LUEGD,ZXGPC,MJHBK,XQZQT,DZJTR,OXBSK,LJXLR,XYJIF,DDNIK,UPDIX,WBGRA,XZARR,orange,LPISV,LTXEB,408,QQGNE,XHXWY,YFUVQ,YTHBW,XZSGH
